ListingId,MarketplaceName,InvalidField
9569a16e-f8fc-4b53-b023-408a1602af97,AMAZON,upload_time
57b1278a-16e6-45e4-ab15-9919f4031ec6,AMAZON,upload_time
917d0a3a-b79b-404d-b108-7701dc5156df,EBAY,owner_email_address
2405bc89-10bb-478b-be6c-3102cd5df8a5,AMAZON,listing_price
32d6d799-753a-477c-a305-967f0e89f695,AMAZON,listing_status
4be1a535-1171-4fdd-8f40-152c68caf19e,AMAZON,listing_status
016d0704-3d5f-45c0-a36f-39e353aff811,EBAY,listing_price
8a7a698e-2bb8-46a9-84f7-b697d9032061,EBAY,owner_email_address
7955c777-684e-494c-965f-7b838e134d1b,EBAY,listing_status
c20d918f-3159-4426-b2ce-8565bc20e6dd,EBAY,listing_price
bcba714a-a248-4870-8741-c80d3e712a30,EBAY,owner_email_address
4572f1a5-ad08-4113-b4c8-cda2958b5618,AMAZON,owner_email_address
0a5657f0-8052-4d24-adcb-cddfdb6882b3,AMAZON,listing_status
41ed9f7f-3ff5-479a-a24b-753f79c184b3,EBAY,listing_price
5cd22e3b-3d89-4a9d-82f4-c1ec9b977050,AMAZON,listing_price
62574a6b-2875-4045-8e12-091bfd97c3d9,EBAY,upload_time
67d8294c-1618-434f-b437-c556770dd2e0,EBAY,listing_status
651594ec-3ae9-48ce-9f31-6afacbecc23c,AMAZON,listing_status
88021e3c-6846-4d48-b1af-474ce3b003a2,AMAZON,listing_price
adda1eee-1e36-4da5-af54-1d2e694c75d3,EBAY,listing_status
cb3d1ad7-6ed8-46a6-a45f-a82b5e26a67c,AMAZON,listing_price
cbe6828e-90e8-4e11-ab8d-e8faaf631547,EBAY,owner_email_address
14383416-7cb0-47d7-9b4b-38a52553c215,EBAY,owner_email_address
0979bacf-ee16-4c04-aa04-90f45e653ccb,AMAZON,owner_email_address
12838244-bba8-44b7-9f56-e929a12ccfbf,EBAY,listing_price
e9ab1461-2641-4e6c-b935-643bb0a846a8,EBAY,listing_status
7a7a033a-9880-45ae-9e93-25cc47573f79,EBAY,upload_time
458c2f0a-27d8-4100-815e-33b31aabb56d,EBAY,listing_status
4908f056-6181-43d3-a648-fd87b6d84612,EBAY,listing_price
7f136c6d-af14-493c-9507-a7f4012ff8c4,AMAZON,listing_price
998a9570-4d34-4531-af4b-29b051cf7823,EBAY,listing_price
e6f90d46-f98a-4984-b76b-9b61b5d25a40,EBAY,listing_status
85f04d87-810c-4c32-95e7-55e739e0f9e2,EBAY,listing_price
08edda03-9b4a-499b-a006-e052baec8e26,AMAZON,owner_email_address
7bbd7f98-3ea1-4f9a-9bd7-e35590f1915a,AMAZON,listing_status
0649921d-b4e0-4db6-a4f0-8242c8b651b6,AMAZON,listing_status
0eaf26d8-244e-4a68-9040-106f517bebea,AMAZON,upload_time
d830a834-c6d3-42f7-ae65-ba25c186e1cc,AMAZON,owner_email_address
9591fe18-c1e7-489a-8ba1-a1692efa0842,EBAY,owner_email_address
376a7656-5b2a-4632-ba8d-c157f1ad7a1f,EBAY,listing_price
fa67fea0-ab2c-4449-9bb2-d98403cd52f8,EBAY,owner_email_address
891fdc89-4536-41ed-824a-65f808338d95,AMAZON,upload_time
41951699-329d-4c13-9430-ecf9cf5d16c1,AMAZON,owner_email_address
59a63bb2-4f7b-4d47-bf99-36baa0680efe,AMAZON,upload_time
0fe22e1d-f26e-4792-a0bc-a8bc649ea120,EBAY,upload_time
bfe73aa8-2fea-4d6d-8809-43a137cbebf8,AMAZON,owner_email_address
bfbfc9f5-9a32-4847-83f6-edd6b0c9c512,AMAZON,listing_status
4ddfded3-092f-46c3-b96f-8014d5471c5f,EBAY,listing_price
bf4d96d4-c7c5-41a9-936f-f9c92f1ad126,EBAY,owner_email_address
88ef79cc-6967-42e2-8cfe-7d22cc40f1a7,AMAZON,upload_time
cb19b530-1314-488b-bdf1-ca5bddd43d2c,EBAY,listing_status
e41b6581-758c-44a3-986a-1e9b3eb83be0,EBAY,owner_email_address
593398fa-5c53-49da-a33e-038786889a6c,EBAY,listing_price
2827ddad-0261-499a-b14e-3ded5d86005d,AMAZON,listing_price
85236505-9a86-4e2e-bf09-8cf1ac2d0789,AMAZON,listing_price
945619bc-d398-43c6-9f3f-e897b534d9a6,AMAZON,listing_status
17cde0be-35b1-413b-8935-68b5da0eaead,EBAY,listing_price
8be5d169-50e1-4cd5-a6d7-30d22cb86861,EBAY,listing_price
19a9238b-29c8-4adb-8951-41dd66c9aca3,AMAZON,owner_email_address
3d5f3caa-d9a9-44b7-897a-fb286cf5417d,AMAZON,listing_status
884ac4a7-aedb-4476-928b-623b6f1f5eb1,EBAY,listing_status
662a7b5a-b7a1-4cab-a77d-20e1154cf267,EBAY,owner_email_address
c4505d78-c97f-4d8e-a1a2-8ac9e4a3e9b7,AMAZON,listing_status
5b0b3fce-7961-4062-a303-5c478f3ec042,AMAZON,upload_time
edef5d65-0926-4922-b0ff-af17a0f1ba79,EBAY,owner_email_address
6c07bd2c-a572-4dc5-9f8d-e46ca38a78cf,AMAZON,listing_status
aae02e4c-bdad-4abb-90f5-73de9410d015,AMAZON,owner_email_address
ca33e0cf-9ff8-496a-a732-1ffd3c937931,AMAZON,upload_time
e25874a6-8ea0-4b22-a9ff-4670ccc2973b,AMAZON,listing_status
2e0cbf4d-8a3e-4115-aec8-c1d22711677a,AMAZON,listing_status
0c68a685-9212-4e51-a6e8-e94f53839515,EBAY,owner_email_address
a74302ae-4a7e-46e5-91c8-924babe2480e,EBAY,owner_email_address
34406660-c388-4133-b382-28a1d92606d4,AMAZON,listing_price
d940fff7-2214-4375-85e9-fd0f56c16c01,EBAY,listing_status
bb73ce30-f0b0-4486-91bd-9d62f2f43a6e,AMAZON,owner_email_address
869e6398-cf63-4ed8-92a4-3a1e6c7adb01,EBAY,owner_email_address
dfb04b50-def0-49e2-a402-66fd79d376df,EBAY,listing_price
d29c5500-ff37-4246-b1ea-43de44c0121f,AMAZON,owner_email_address
2cfea69c-d525-4ea1-97b3-4ab24a78853b,EBAY,listing_status
ac4f2226-ad33-453f-a4b8-9ec10a5750f5,AMAZON,listing_status
eddac3d3-4e98-49fd-9a6d-472a970b6d32,EBAY,listing_status
084ad08b-c559-49e2-9d08-a0dde94c7676,EBAY,listing_price
3d97e03b-d757-4c52-8bed-e185579c148c,EBAY,listing_price
c737f889-24d6-49de-bdc0-7268482f0746,EBAY,upload_time
1e1a1893-7a07-434f-b2d6-f0485a76134b,EBAY,owner_email_address
0bfd47b0-8994-44ee-81ac-a87f5e6862db,AMAZON,listing_price
beffa2b7-ea1a-40de-8854-db39e6273b80,AMAZON,listing_status
6a5ae92b-3ecc-44da-b13c-eb7a8643be8d,AMAZON,owner_email_address
42e33220-4f1a-4fc6-8173-485c907b3607,AMAZON,listing_status
0608f25c-87e4-40fe-9e3d-5c3a0984e020,AMAZON,listing_price
a96cc5bb-02f7-44e8-bd30-0c1f71d557bb,AMAZON,owner_email_address
0c86408a-de0b-4c30-a719-638aa8df6ad4,EBAY,upload_time
df98bddf-e17c-4941-8962-311f5fb4bc41,AMAZON,listing_price
f8c564cf-0ceb-4511-98b8-6d642c19a96a,AMAZON,listing_price
6416461c-9594-4c0e-9251-39fc4f04636d,EBAY,listing_status
2ee9d6c8-bf05-4f2f-a59b-426d2adae547,EBAY,listing_status
a37c4c5f-7e67-4ff2-b65a-89f4399fd503,AMAZON,listing_price
18bef4cc-8c32-4ead-9701-3cd5c81677d5,AMAZON,owner_email_address
642d2faf-d18c-4be1-b205-f71976b0fd3c,AMAZON,owner_email_address
ec71256e-d8d8-4c7c-9dd6-0ba102bfafa7,AMAZON,owner_email_address
eab31d6e-5c66-4c71-97c2-7eccd05bee40,AMAZON,listing_status
43ef3ee4-7e7b-4e40-b0af-18a282138e35,EBAY,upload_time
25fb4f2b-413c-4ed8-a042-28b34ca487d2,AMAZON,listing_price
73d5fe92-ea99-4c17-a822-c292440e9b05,EBAY,listing_status
b7c2b55a-4345-48bb-8c1c-8c1a4deb1b54,EBAY,upload_time
c3217a4b-3019-4dad-96f9-b306e2337fc7,AMAZON,upload_time
b5ec9856-4e32-4c2a-921f-9a07c85a725c,AMAZON,listing_price
e2655f8f-c7af-4e03-99c5-e85a9d2415c1,AMAZON,owner_email_address
ffcf2af3-feea-4974-96d3-822390434046,AMAZON,owner_email_address
8808a49f-e340-480c-9d04-7c5fdc7d39d8,AMAZON,upload_time
804b4a33-7284-43d4-b2f3-805830ffdae4,EBAY,listing_price
a3e279bc-d900-44d6-b4cb-b52c5f3f9bad,AMAZON,listing_price
1d9dc782-a060-40f2-a39a-19cff9831f32,AMAZON,listing_price
e8858fe4-052d-49bc-a5d3-2cf2b48cac18,AMAZON,listing_price
f3ffbbd7-6265-4616-aa25-a32161f0db85,EBAY,listing_price
bfdabae9-45e1-44a2-ba81-25d709bd5088,AMAZON,listing_status
957db56a-faf0-4efb-ba26-fcadd44ba8c3,EBAY,owner_email_address
3716c265-95cd-4ad4-a180-94a1501cb369,EBAY,owner_email_address
0e9165f4-da3d-41fa-ab81-4e6ae93c7eb0,EBAY,upload_time
be6b377a-2efc-41b1-bf75-bad18670a188,EBAY,upload_time
610e86f2-a613-4656-9637-0392b812c7e4,AMAZON,listing_price
def876e3-ef0b-4fa9-89f0-8900e347ee41,AMAZON,listing_price
3f4c57df-1d44-48c9-8195-685de6f03278,EBAY,owner_email_address
290cc395-10ce-44b2-8894-589dd2c9fc87,EBAY,upload_time
11e6d82d-b56a-4f2d-8ddd-2af15b07f286,AMAZON,upload_time
d49d5603-0d36-4a12-bad5-eeb08bbbee78,EBAY,listing_status
b34d393a-3f68-4576-b6e0-be574f0c344f,AMAZON,owner_email_address
94b38e96-9812-4828-b616-a370742f39b6,AMAZON,listing_price
d17d0812-277c-4da2-969b-b4bba5cf154b,AMAZON,listing_price
4d430fd9-1461-4ac4-b274-8154f2e33c44,EBAY,listing_price
7b24ce95-e47d-44f2-b54b-035a25fd829c,AMAZON,listing_status
b65c0690-5e44-48a0-aa72-2743ec0a173f,AMAZON,listing_status
5dc5bc37-9d69-4419-b518-167d4739b55c,EBAY,listing_price
9c065ec5-ff22-4f11-a6a9-3c3509808200,EBAY,listing_status
d45eafa2-437c-480b-add1-716fac033210,EBAY,upload_time
a70f067a-21e8-4d9c-84ed-923e95ce1ee5,AMAZON,listing_status
5d3f7cbe-f0c3-4b7d-8d0a-367f939e2c18,AMAZON,upload_time
8ad1312e-aae7-4500-8fd8-f08603b12f7d,AMAZON,listing_status
f1159ca1-c9e6-4af1-9b3a-3262a0f9bcbc,AMAZON,upload_time
aa784837-9728-468e-bf49-4d42e05c84b6,EBAY,listing_price
e426a32c-7712-4c2a-b5d0-e2fae161a3b7,EBAY,listing_status
368d63b7-94e9-40c8-8e6d-111283ca314a,AMAZON,listing_status
8fe75dd2-7320-4527-bc6f-f6c6ed650894,AMAZON,listing_price
7024f151-11b0-488d-9dd9-6fa80a70e0b9,EBAY,upload_time
0b987a9d-ee47-4048-88c6-f70bbe131f2e,EBAY,upload_time
d2fc3b8f-f87a-4120-906b-50bdc31f9cf6,EBAY,listing_price
f0ad3461-ce6e-4b98-beca-8cbdd62b66fa,EBAY,owner_email_address
5d189a93-d8f5-43f1-9b0a-3d4c050ed345,EBAY,upload_time
0ea48ba7-4450-4eb7-ad9d-961d8153c423,EBAY,upload_time
c381e8c1-7996-4025-832a-6c0b6a650061,EBAY,listing_price
eb5c0331-cffc-43c8-b4c3-9dbc2d148d96,AMAZON,owner_email_address
6ce1bfae-7cfa-4414-ae0f-3dff3540e33d,EBAY,owner_email_address
a873e5ac-d343-43ca-a4c1-3e6c2e3bb945,EBAY,listing_status
af3fcf42-7d1d-4241-87c1-9e95f26713a1,EBAY,owner_email_address
d16f4604-488c-4e76-a9cd-c2930d59cab5,AMAZON,owner_email_address
d632dac8-8732-41b1-bcfd-e244d100519c,AMAZON,upload_time
b962bc02-2c78-488a-a561-c9613533520e,EBAY,listing_price
165826a4-c5a6-4361-a8e9-17789aeee4df,EBAY,upload_time
d40b3136-2de6-4a37-8eb5-be6f9f93d8f0,EBAY,owner_email_address
1a6d0269-ab65-471f-bd14-46a151e8189b,EBAY,listing_price
074874b5-65a5-4572-8736-70c241ae20c9,EBAY,owner_email_address
b6d2e236-c570-42e6-bf02-dc4f6cf7b02e,EBAY,listing_price
63852bea-2f37-4e2e-9458-9f38dc26236f,EBAY,owner_email_address
617d2e34-533b-442f-b89e-53ee73527151,EBAY,owner_email_address
a678414c-812c-4eb7-9758-042f34c81d99,EBAY,upload_time
671a44db-1276-4569-8126-1393f8d8e5fd,AMAZON,listing_status
8daaee93-6674-43e2-ab6c-9eee94d3e6e8,AMAZON,owner_email_address
2ca17a21-93fc-4da5-bc7f-679ad56e5bc3,EBAY,owner_email_address
7ceb817e-2d57-4558-b8ac-29160c9b6dbe,EBAY,listing_price
c9fd9b1a-9636-43fa-af3e-7cd721582d11,EBAY,listing_price
97fe3888-33b7-4470-9dd7-5f6b746c1e9d,EBAY,upload_time
a59f503f-d2bd-4c2b-94d3-8d3456176a8e,EBAY,owner_email_address
882db1df-e82c-4375-bb14-0f3636d26c3d,AMAZON,owner_email_address
a1c16736-c88b-4bbc-b5e6-faabfd386d73,EBAY,owner_email_address
c8ea4ef0-dbc4-4347-b992-5da0463aa8f6,EBAY,listing_price
502a8666-f3e9-49cb-ad87-c694bae62c95,EBAY,owner_email_address
9c716297-bd13-43df-83dc-3024ed4531cd,EBAY,listing_status
f18e7f43-62be-41a7-8f78-e7606a6fb7cc,AMAZON,listing_price
0bc8a1bf-72ef-4147-a7e7-e071eecbad71,EBAY,listing_price
a171ba0c-0a73-4a86-ab0f-98c8eb2f680d,AMAZON,listing_status
30ad8b67-27b9-47f5-bed2-f45c36e5382e,EBAY,listing_status
e6d7eda9-1e11-4a1f-823a-91897b9f7fa4,AMAZON,listing_status
bdb23be7-b5d9-489d-9795-b29e125cbd91,AMAZON,upload_time
5b75f90f-3d97-4186-8d21-785228a87728,EBAY,upload_time
471a71f2-1e37-4fe9-bd71-f32855f95914,AMAZON,listing_status
67fb4e44-74b8-4994-9aab-22882b9dabb2,EBAY,listing_price
b3774493-ceaa-49bc-9c36-4cc126c2efad,AMAZON,owner_email_address
84b09d7b-1fdb-441f-9bce-b95387e3d746,EBAY,owner_email_address
5685f859-777e-41f2-b291-f428d1797a9a,EBAY,upload_time
1f917b1c-3151-4588-86d9-318a3d7f79ac,AMAZON,listing_price
337a670b-014f-4ffa-8b5f-3982c6603f69,EBAY,listing_price
a198b173-4139-41a9-bc42-b81acbe5afe4,AMAZON,upload_time
30be4b47-a4d1-4573-8fb7-5313fe08f815,EBAY,upload_time
444d26ab-2226-45c5-abd7-38e63b52c0ef,EBAY,upload_time
f78ba23a-5a2d-43e5-8b5f-6b3bd01d8ceb,AMAZON,listing_price
af6784d4-9349-433b-ba38-30be4f55ab62,EBAY,listing_status
7f1dac5d-e3ec-4419-b324-41d5f9d455c0,AMAZON,upload_time
ba1c75c6-dc5d-4cfa-b3c9-7ab4859f3de9,EBAY,owner_email_address
382c35f9-9b34-4d18-a2cd-9014e592ecac,EBAY,upload_time
f9b26cd8-8d6f-4e16-a016-a096ba084735,EBAY,owner_email_address
cb4041c3-c257-4b09-a220-cec52e660078,EBAY,listing_price
5567c0f2-f970-4676-8113-64d4677ab8c4,AMAZON,listing_price
1e021a0c-a83b-425b-8609-3cb02f674ee5,AMAZON,listing_status
21b6dbdb-af2d-4979-a83a-b1f726eca4e5,AMAZON,listing_status
a9375a40-bede-4680-af5a-b87c3bbc71a0,AMAZON,owner_email_address
432823dd-496d-4afb-98b6-80bf5656722c,AMAZON,listing_status
efddc666-24d3-4dfd-9cbe-4eca7d0ef4bd,EBAY,listing_status
b27abfb2-3d1a-4c42-8360-50c8db309249,AMAZON,upload_time
