ListingId,MarketplaceName,InvalidField
f24bf897-28d6-4ff3-aac7-3bb9fd1b2edc,AMAZON,owner_email_address
badc61a7-fdb2-4166-b63a-bcf4e5dae9ba,AMAZON,upload_time
419eb225-1e45-41a1-a012-70ec9f8b4f40,EBAY,listing_price
74a08328-4ac4-4c24-8c2e-717e2af77694,EBAY,listing_status
07386ccc-15e1-46b4-b795-facb72a0011e,AMAZON,owner_email_address
0a6d2c6d-77f3-40bd-b0c1-ca8bc52b2ce5,AMAZON,listing_status
4c646656-3db1-419a-9015-174cce0b84b2,EBAY,listing_price
a5fcaf02-45d8-41e0-aee2-0333a7b6a7d8,AMAZON,owner_email_address
3ac23811-5483-4b9f-aa63-04b46c287dfb,AMAZON,listing_status
2212a6a2-4bff-4d39-bf0b-63b47895afbf,AMAZON,listing_status
a2e4c996-fc7d-4e6c-9b43-3d40f63177d4,EBAY,upload_time
a5e13ae1-91c2-4dca-9f6c-2e9a3cf59347,EBAY,listing_status
cd50ba63-6dd0-4fd3-99b4-873e0d22e265,AMAZON,listing_price
cf0e5868-c57a-42a9-91f4-7d9205501937,AMAZON,listing_status
96f77376-a8fc-4c6e-98ef-f234040e2a47,EBAY,listing_status
a38e2361-34b6-499a-9c7c-f714b938559b,EBAY,owner_email_address
f00b5da8-1079-410e-bff3-5fee6c8e161d,EBAY,listing_status
fdcb24b3-e31c-4228-bbf9-3008aa3e4f97,AMAZON,owner_email_address
ab49a84d-c097-4fdb-8ae3-5a173814b1b2,EBAY,owner_email_address
b45e12d4-98da-405a-92f8-3bff83135eaa,AMAZON,listing_status
12a2e83d-348c-4a2b-9bfd-0eae3f6095fa,EBAY,owner_email_address
118fd8d0-06f1-4ece-80d3-14d5f22c7639,AMAZON,listing_status
0fc08b91-9067-4673-95d5-c977ebc00e19,AMAZON,listing_price
55907fb9-2f80-4eb6-b775-01bc4546358b,EBAY,owner_email_address
01b32001-63e8-4150-bbfc-afeb56d3e38a,AMAZON,upload_time
a3ff3047-a9e1-472e-bde9-e668d58b3c68,EBAY,listing_price
008ff962-b9fe-46a0-95b5-1d650b6ba4db,AMAZON,upload_time
d9a694bf-5d1d-4393-b8a6-f690d674b454,EBAY,listing_price
38807210-a692-4792-883e-132e2e086d3b,AMAZON,owner_email_address
2c042d4e-67b2-42d2-898a-34bc96f0f3f6,AMAZON,owner_email_address
d50054fc-38fe-42c6-a819-3bcdd19fa530,EBAY,owner_email_address
a79f74e2-2ece-4ca7-89ae-0ce390c8aa0c,EBAY,upload_time
a1430d0d-d6dc-47c7-a985-96bb92dde99c,AMAZON,listing_status
495dbfc9-10c0-4644-ad89-5b46a6389c31,EBAY,listing_price
e745d9f9-6841-4aae-8f51-445bc05f8bce,AMAZON,listing_price
5148ade8-129f-40a9-aaf2-1dc6b117ed41,AMAZON,owner_email_address
77a0f084-483a-4c57-9a47-9b9bd5812abe,AMAZON,upload_time
7fbf199f-4cef-4b7e-8e2c-493bf34e83e6,AMAZON,upload_time
